2026-03-24 15:13:02.242 | DEBUG    | pipecat.services.tts_service:push_frame:808 - CartesiaTTSService#0 cleaning up TTS context 66570f75-8ec0-4cd8-a4c6-b8114acd841e
2026-03-24 15:13:11.771 | DEBUG    | pipecat.transports.base_output:_handle_frame:721 - Bot stopped speaking based on TTSStoppedFrame
2026-03-24 15:13:11.771 | DEBUG    | pipecat.transports.base_output:_bot_stopped_speaking:655 - Bot stopped speaking
2026-03-24 15:13:13.480 | DEBUG    | pipecat.processors.aggregators.llm_response_universal:_on_user_turn_started:725 - LLMUserAggregator#0: User started speaking (strategy: VADUserTurnStartStrategy#0)
2026-03-24 15:13:13.480 | DEBUG    | pipecat.processors.frame_processor:broadcast_interruption:765 - LLMUserAggregator#0: broadcasting interruption
2026-03-24 15:13:13.480 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:175 - DeepgramSTTService#0 processing time: 0.001s
2026-03-24 15:13:13.481 | WARNING  | pipecat.serializers.protobuf:serialize:91 - Frame type <class 'pipecat.frames.frames.InterruptionFrame'> is not serializable
2026-03-24 15:13:13.999 | DEBUG    | pipecat.audio.turn.smart_turn.base_smart_turn:analyze_end_of_turn:162 - End of Turn result: EndOfTurnState.COMPLETE
2026-03-24 15:13:14.281 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_ttfb_metrics:143 - DeepgramSTTService#0 TTFB: 0.522s
2026-03-24 15:13:14.282 | DEBUG    | pipecat.processors.aggregators.llm_response_universal:_on_user_turn_stopped:745 - LLMUserAggregator#0: User stopped speaking (strategy: TurnAnalyzerUserTurnStopStrategy#0)
2026-03-24 15:13:14.283 | DEBUG    | pipecat.services.google.llm:_stream_content_universal_context:1077 - GoogleVertexLLMService#0: Generating chat from universal context [None] | [{'parts': [{'text': 'begins'}], 'role': 'user'}, {'parts': [{'text': "Hello, this is Alex calling from FinCorp Financial Services. I'm calling today regarding your personal loan account. Is now an okay time to talk for a couple of minutes?"}], 'role': 'model'}, {'parts': [{'text': 'Hey.'}], 'role': 'user'}, {'parts': [{'text': 'We start again?'}], 'role': 'user'}, {'parts': [{'text': "Of course, we can start over. Hello, this is Alex calling from FinCorp Financial Services. I'm calling today regarding your personal loan account. Is now an okay time to talk for a couple of minutes?"}], 'role': 'model'}, {'parts': [{'text': 'Yeah. Now is a good time.'}], 'role': 'user'}, {'parts': [{'text': "Great, thank you. I'm calling because our records show your account is past due by 60 days, with a balance of $1,250. I wanted to reach out to see how we can help get this sorted out."}], 'role': 'model'}, {'parts': [{'text': "Yeah. Regarding that, so I have a medical emergency at my place. My dad's"}], 'role': 'user'}, {'parts': [{'text': 'admitted.'}], 'role': 'user'}, {'parts': [{'text': "So I'll not be able to do the full payment right now."}], 'role': 'user'}, {'parts': [{'text': "I'm very sorry to hear about your father's medical emergency; my thoughts are with you and your family. I completely understand that the full amount isn't feasible right now. Would making a smaller, partial payment be more manageable for you at this time?"}], 'role': 'model'}, {'parts': [{'text': 'Yeah. So I could do'}], 'role': 'user'}, {'parts': [{'text': '$100 this month. And the rest we can'}], 'role': 'user'}, {'parts': [{'text': 'connect again.'}], 'role': 'user'}, {'parts': [{'text': 'Thank you, I appreciate you making that commitment, especially with everything you have going on. A $100 payment would be a great help. To get that noted on your account, what date this month would be best for you to make that payment?'}], 'role': 'model'}, {'parts': [{'text': "I'll do the payment today itself."}], 'role': 'user'}, {'parts': [{'text': "That's wonderful, thank you. I'll make a note on your account that you'll be making a $100 payment today. After that payment is made, we can discuss a plan for the remaining balance. Would it be helpful if I reached out again in a couple of weeks to see where things stand?"}], 'role': 'model'}, {'parts': [{'text': 'Yeah. Sure.'}], 'role': 'user'}]
2026-03-24 15:13:17.187 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_ttfb_metrics:143 - GoogleVertexLLMService#0 TTFB: 2.904s
2026-03-24 15:13:17.187 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_text_aggregation_metrics:231 - CartesiaTTSService#0 text aggregation time: 3.695487976074219e-05
2026-03-24 15:13:17.187 | DEBUG    | pipecat.services.cartesia.tts:run_tts:653 - CartesiaTTSService#0: Generating TTS [Excellent.]
2026-03-24 15:13:17.187 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_tts_usage_metrics:214 - CartesiaTTSService#0 usage characters: 10
2026-03-24 15:13:17.187 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:175 - CartesiaTTSService#0 processing time: 0.000s
2026-03-24 15:13:17.313 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_ttfb_metrics:143 - CartesiaTTSService#0 TTFB: 0.126s
2026-03-24 15:13:17.313 | DEBUG    | pipecat.transports.base_output:_bot_started_speaking:627 - Bot started speaking
2026-03-24 15:13:17.534 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_text_aggregation_metrics:231 - CartesiaTTSService#0 text aggregation time: 6.29425048828125e-05
2026-03-24 15:13:17.534 | DEBUG    | pipecat.services.cartesia.tts:run_tts:653 - CartesiaTTSService#0: Generating TTS [Just to confirm, I've noted you'll be making a $100 payment today, and I will give you a call back in two weeks to discuss the next steps.]
2026-03-24 15:13:17.534 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_tts_usage_metrics:214 - CartesiaTTSService#0 usage characters: 138
2026-03-24 15:13:17.534 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:175 - CartesiaTTSService#0 processing time: 0.000s
2026-03-24 15:13:17.548 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_llm_usage_metrics:196 - GoogleVertexLLMService#0 prompt tokens: 845, completion tokens: 58, reasoning tokens: 50
2026-03-24 15:13:17.548 | DEBUG    | pipecat.services.cartesia.tts:run_tts:653 - CartesiaTTSService#0: Generating TTS [Thank you for your time today, and I truly hope your father has a swift recovery.]
2026-03-24 15:13:17.548 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:start_tts_usage_metrics:214 - CartesiaTTSService#0 usage characters: 81
2026-03-24 15:13:17.549 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:175 - CartesiaTTSService#0 processing time: 0.000s
2026-03-24 15:13:20.849 | DEBUG    | pipecat.services.tts_service:push_frame:808 - CartesiaTTSService#0 cleaning up TTS context 2fab7896-e0cf-424e-afb4-a54c379c401c
2026-03-24 15:13:30.315 | DEBUG    | pipecat.transports.base_output:_handle_frame:721 - Bot stopped speaking based on TTSStoppedFrame
2026-03-24 15:13:30.315 | DEBUG    | pipecat.transports.base_output:_bot_stopped_speaking:655 - Bot stopped speaking
2026-03-24 15:13:32.157 | DEBUG    | pipecat.processors.aggregators.llm_response_universal:_on_user_turn_started:725 - LLMUserAggregator#0: User started speaking (strategy: VADUserTurnStartStrategy#0)
2026-03-24 15:13:32.157 | DEBUG    | pipecat.processors.frame_processor:broadcast_interruption:765 - LLMUserAggregator#0: broadcasting interruption
2026-03-24 15:13:32.157 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_processing_metrics:175 - DeepgramSTTService#0 processing time: 0.001s
2026-03-24 15:13:32.158 | WARNING  | pipecat.serializers.protobuf:serialize:91 - Frame type <class 'pipecat.frames.frames.InterruptionFrame'> is not serializable
2026-03-24 15:13:32.516 | DEBUG    | pipecat.audio.turn.smart_turn.base_smart_turn:analyze_end_of_turn:162 - End of Turn result: EndOfTurnState.COMPLETE
2026-03-24 15:13:32.787 | DEBUG    | pipecat.processors.metrics.frame_processor_metrics:stop_ttfb_metrics:143 - DeepgramSTTService#0 TTFB: 0.510s
